filename, Blackheads, Cyst, Papules, Pustules, Whiteheads
cystic_acne_-106-_jpg.rf.edd0354ffdf46368bdd005ba216c5fc3.jpg, 0, 1, 0, 0, 0
papular_acne_-106-_jpg.rf.edec816a28cd62aac8281ba64b71895e.jpg, 0, 0, 1, 0, 0
papular_acne_-97-_jpg.rf.edf94009f77d8e4bdad4b00f77f46d64.jpg, 0, 0, 1, 0, 0
cystic_acne_-25-_jpg.rf.ee1f18349f7f4144d32d90a4ef099043.jpg, 0, 1, 0, 0, 0
pustular_acne_-123-_jpg.rf.ee2fc6dcba9b70132b0896514e79914d.jpg, 0, 0, 0, 1, 0
papular_acne_-65-_jpg.rf.ee4d8063d8144630a051eabe1afe6730.jpg, 0, 0, 1, 0, 0
blackhead_581_jpg.rf.ee4d8e1af213efa940c6e8cb2034147b.jpg, 1, 0, 0, 0, 0
blackhead-41-_JPG_jpg.rf.edda018faf5e3367a13df88ab564b532.jpg, 1, 0, 0, 0, 0
white_head_-3-_jpg.rf.ee7901f294c88e00da167c95710eb07f.jpg, 0, 0, 0, 0, 1
cystic_acne_-5-_jpg.rf.eebc1ad144c9ada0a1ad16619c2a2318.jpg, 0, 1, 0, 0, 0
blackhead_270_jpg.rf.ee8bd1305f5cdd1c5bc82a18ef140629.jpg, 1, 0, 0, 0, 0
blackhead-34-_JPG_jpg.rf.ee3a024bbcfe78ce4086e98a14d2296e.jpg, 1, 0, 0, 0, 0
papular_acne_-55-_jpg.rf.ee62df0def8426cb8c1989927809fd20.jpg, 0, 0, 1, 0, 0
blackhead_546_jpg.rf.eef3f67c08d08babf2839c46792b6588.jpg, 1, 0, 0, 0, 0
cystic_acne_-68-_jpg.rf.eeb296cd84f4b29b06e248866a48f263.jpg, 0, 1, 0, 0, 0
blackhead_266_jpg.rf.ee70868067b758181b9768efed3df542.jpg, 1, 0, 0, 0, 0
pustular_acne_-35-_jpg.rf.eec957d048efd9c6755f3569d308eabf.jpg, 0, 0, 0, 1, 0
cystic_acne_-136-_jpg.rf.eed50dd1deb8a48b8d6f18f975079f64.jpg, 0, 1, 0, 0, 0
pustular_acne_-339-_jpg.rf.eea445decf7e2ed54bc72a557fe8df6e.jpg, 0, 0, 0, 1, 0
pustular_acne_-31-_jpg.rf.eefb736d692b4dad9ab74942f634ab27.jpg, 0, 0, 0, 1, 0
cystic_acne_-90-_jpg.rf.ef4eb2ab9769b1351dc34e5f60208d62.jpg, 0, 1, 0, 0, 0
white_head_-3-_jpg.rf.ef26064236e2977dd4eb388af4d0ae51.jpg, 0, 0, 0, 0, 1
Pustule-9-_jpg.rf.eefd854cdeb28d208631f4381d95c099.jpg, 0, 0, 0, 1, 0
pustular_acne_-50-_jpg.rf.ef33ca4c9f09b3540a62fa3970a66228.jpg, 0, 0, 0, 1, 0
white_head_-5-_jpg.rf.ef24ccc97f432556bac072396a73004b.jpg, 0, 0, 0, 0, 1
pustular_acne_-50-_jpg.rf.ef62400ad2b4a5d31ee92652e653c8f0.jpg, 0, 0, 0, 1, 0
blackhead-58-_jpg.rf.ef93cda4cbc33c04b56e7887c86a4f5c.jpg, 1, 0, 0, 0, 0
pustular_acne_-343-_jpg.rf.ef7ac013dadcd23b12748fa0975d9413.jpg, 0, 0, 0, 1, 0
blackhead-34-_JPG_jpg.rf.f0170a03987467b1c7d8b873557c99bb.jpg, 1, 0, 0, 0, 0
cystic_acne_-175-_jpg.rf.ef700c2677fe47bb76c96b28d1ef9ff8.jpg, 0, 1, 0, 0, 0
papular_acne_-90-_jpg.rf.ef94f1352098f4fea0167be2e5ee766e.jpg, 0, 0, 1, 0, 0
white_head_-2-_jpg.rf.efa36bf335be3c15f78c887063312d94.jpg, 0, 0, 0, 0, 1
white_head_-3-_jpg.rf.ef6c610989792db6d4a2b5e5f09f9ebf.jpg, 0, 0, 0, 0, 1
blackhead-64-_JPG_jpg.rf.f07550ca83dc8411a9b9882989c201be.jpg, 1, 0, 0, 0, 0
papular_acne_-38-_jpg.rf.f072078ee264af8f43b7a9fb3ca8fdde.jpg, 0, 0, 1, 0, 0
white_head_-9-_jpg.rf.f087e01a6cfdec49ce15d64d1ba599de.jpg, 0, 0, 0, 0, 1
papular_acne_-89-_jpg.rf.f027661ff2d19a8dd9069f23936970d7.jpg, 0, 0, 1, 0, 0
papular_acne_-37-_jpg.rf.f06b3389a161507b34f129e190231433.jpg, 0, 0, 1, 0, 0
cystic_acne_-90-_jpg.rf.f03bc37069bfc454e0fcdfad40926d56.jpg, 0, 1, 0, 0, 0
blackhead-26-_jpg.rf.f083250e2ecf6d82004c80f42ca06c24.jpg, 1, 0, 0, 0, 0
pustular_acne_-101-_jpg.rf.f0e26c601ecbd00dfc1c271c4db3a1f2.jpg, 0, 0, 0, 1, 0
white_head_-5-_jpg.rf.f120c46b1eec7a852301e97628d061fc.jpg, 0, 0, 0, 0, 1
pustular_acne_-308-_jpg.rf.f15544bf178bda021f0574aef630c5fd.jpg, 0, 0, 0, 1, 0
blackhead_270_jpg.rf.f1543526ebc72e28dbfbbc1c76830428.jpg, 1, 0, 0, 0, 0
white_head_-14-_jpg.rf.f1555ddb480bc8034fe5bf72156d1c4d.jpg, 0, 0, 0, 0, 1
blackhead-71-_JPG_jpg.rf.f2adb976fa6ecfcf83ff4db56bba8354.jpg, 1, 0, 0, 0, 0
cystic_acne_-25-_jpg.rf.f1561f7673b7cb77aaca37cea1fa1a8c.jpg, 0, 1, 0, 0, 0
white_head_-3-_jpg.rf.f1d809686c3c335717108945c5cdd7a1.jpg, 0, 0, 0, 0, 1
pustular_acne_-193-_jpg.rf.f172736d48c9987302c0840403613aa9.jpg, 0, 0, 0, 1, 0
papular_acne_-68-_jpg.rf.f2b794f9e7e12e9e32b5dc6d86cc4f7d.jpg, 0, 0, 1, 0, 0
white_head_-5-_jpg.rf.f278c3e65b8d467f3ea1d4be1d5ddd17.jpg, 0, 0, 0, 0, 1
cystic_acne_-100-_jpg.rf.f17b318a797813e6ffe269ef9e1ccaa0.jpg, 0, 1, 0, 0, 0
blackhead-24-_jpg.rf.f2956631c5c83653d4bb16e7d32732a9.jpg, 1, 0, 0, 0, 0
blackhead-8-_JPG_jpg.rf.f2a3a39856a766a5d05b0c09ac0e282c.jpg, 1, 0, 0, 0, 0
blackhead_70_jpg.rf.f31aad8583034fb3fad40c42400a539f.jpg, 1, 0, 0, 0, 0
papular_acne_-37-_jpg.rf.f2e9df930a63025c8fee86d0888e1f9d.jpg, 0, 0, 1, 0, 0
blackhead-31-_JPG_jpg.rf.f2bf9b3c3d35dd1e87fd6854581e5123.jpg, 1, 0, 0, 0, 0
blackhead-40-_JPG_jpg.rf.f159ce8e5ef0d5ee554eec62e0254fc5.jpg, 1, 0, 0, 0, 0
blackhead-42-_JPG_jpg.rf.f2bb4a2824f29630a689b50554c79bef.jpg, 1, 0, 0, 0, 0
Papule13_JPG_jpg.rf.f31eaada28ef5993e1b2a2ef72a68bcd.jpg, 0, 0, 1, 0, 0
pustular_acne_-77-_jpg.rf.f310698bbc668973e0b930b08cf60206.jpg, 0, 0, 0, 1, 0
pustular_acne_-317-_jpg.rf.f1d693114be25c4a8c79b39d91c35fe8.jpg, 0, 0, 0, 1, 0
papular_acne_-90-_jpg.rf.f299ceabc4a4e2cca6a3e6e79687015d.jpg, 0, 0, 1, 0, 0
cystic_acne_-168-_jpg.rf.f2dd5a23924a605c48edd1e2049eab47.jpg, 0, 1, 0, 0, 0
papular_acne_-92-_jpg.rf.f2d4f3c0f57206e99a14175e141ad0ab.jpg, 0, 0, 1, 0, 0
papular_acne_-14-_jpg.rf.f32ded8820bb8c13efc72cc72faa31e3.jpg, 0, 0, 1, 0, 0
blackhead_270_jpg.rf.f37b9b1e665f4abdd893d120353b6965.jpg, 1, 0, 0, 0, 0
cystic_acne_-100-_jpg.rf.f33a2f0b396eb439e9b095bb4b1d0bcc.jpg, 0, 1, 0, 0, 0
blackhead_546_jpg.rf.f37771586d0ef948274204db63b3a39d.jpg, 1, 0, 0, 0, 0
pustular_acne_-81-_jpg.rf.f3987c7f08eca5a2f911f46a9a878864.jpg, 0, 0, 0, 1, 0
pustular_acne_-338-_jpg.rf.f3c38ef22299eba3c87e6170fcdfeda9.jpg, 0, 0, 0, 1, 0
blackhead_536_jpg.rf.f3e89f22da07f69d3284799c522e80f2.jpg, 1, 0, 0, 0, 0
papular_acne_-89-_jpg.rf.f3b505a0c6c2bac1da8cbbced8e35458.jpg, 0, 0, 1, 0, 0
cystic_acne_-10-_jpg.rf.f3eb6aa55063b2cd08d6e40e8071dd06.jpg, 0, 1, 0, 0, 0
papular_acne_-77-_jpg.rf.f387193b96826b69d8bc211c38c424ba.jpg, 0, 0, 1, 0, 0
pustular_acne_-81-_jpg.rf.f3e972c542a02edbd24f7503dfc75282.jpg, 0, 0, 0, 1, 0
blackhead_79_jpg.rf.f391572475f8daed58bc68256493f0ba.jpg, 1, 0, 0, 0, 0
cystic_acne_-84-_jpg.rf.f3b68dcc0736f2271862b45bd18c0e8e.jpg, 0, 1, 0, 0, 0
white_head_-8-_jpg.rf.f3b9c5eda728185d6f4fda83c5786ddd.jpg, 0, 0, 0, 0, 1
cystic_acne_-90-_jpg.rf.f3bb126b9170484ce8e3129c549b8473.jpg, 0, 1, 0, 0, 0
white_head_-5-_jpg.rf.f457734d002c6bcd1cb48a91e78379d5.jpg, 0, 0, 0, 0, 1
cystic_acne_-168-_jpg.rf.f41e449663e0c39391f9ac0ffaa680d2.jpg, 0, 1, 0, 0, 0
white_head_-1-_jpg.rf.f449acc48dc868254b55409c4da6b551.jpg, 0, 0, 0, 0, 1
papular_acne_-56-_jpg.rf.f43bb07332d968cf516cbde30bf6e761.jpg, 0, 0, 1, 0, 0
blackhead_602_jpg.rf.f334dabface13d8135a59767178728b6.jpg, 1, 0, 0, 0, 0
Papule16_JPG_jpg.rf.f40b2aafd6a59a29c26fdcd836609507.jpg, 0, 0, 1, 0, 0
blackhead_70_jpg.rf.f3da3b5cb30879e8bc61364e6bea5009.jpg, 1, 0, 0, 0, 0
papular_acne_-90-_jpg.rf.f4962547fb50b50ca8e2af1296aa254c.jpg, 0, 0, 1, 0, 0
cystic_acne_-91-_jpg.rf.f49f46cf3604a2948a200001aff202a0.jpg, 0, 1, 0, 0, 0
pustular_acne_-86-_jpg.rf.f3f18d00aa7a33425109e4fda9ff1e9b.jpg, 0, 0, 0, 1, 0
white_head_-12-_jpg.rf.f4eda05614173e28fae8b5ac87b15c7c.jpg, 0, 0, 0, 0, 1
pustular_acne_-86-_jpg.rf.f4a306a830569d560f3c87218248ef5a.jpg, 0, 0, 0, 1, 0
cystic_acne_-5-_jpg.rf.f49353b3d86e32e2e7495c732838a7de.jpg, 0, 1, 0, 0, 0
blackhead-30-_jpg.rf.f53a6cb9e7904e8098710e6087635094.jpg, 1, 0, 0, 0, 0
white_head_-5-_jpg.rf.f4fd7260dddd07b29fe1384eedcffa99.jpg, 0, 0, 0, 0, 1
Pustule-27-_jpg.rf.f54091ec550aea7b29f18874ebc6bd90.jpg, 0, 0, 0, 1, 0
cystic_acne_-175-_jpg.rf.f53fd889567c98db1baa83ecec1cb58a.jpg, 0, 1, 0, 0, 0
blackhead-48-_jpg.rf.f6049ba8c72ce52fb4f6afac34f3ea18.jpg, 1, 0, 0, 0, 0
papular_acne_-3-_jpg.rf.f5462cf680c66897952db5db8281f061.jpg, 0, 0, 1, 0, 0
pustular_acne_-193-_jpg.rf.f59969d77fbdb5e521cecb2c63df0415.jpg, 0, 0, 0, 1, 0
blackhead-6-_JPG_jpg.rf.f60930bfb0256ac857ce04886f99d51a.jpg, 1, 0, 0, 0, 0
pustular_acne_-192-_jpg.rf.f563eb7eacf42f8757dca3bef6a2a0b8.jpg, 0, 0, 0, 1, 0
pustular_acne_-323-_jpg.rf.f594c6b27275993fa414904f7f2cc61f.jpg, 0, 0, 0, 1, 0
pustular_acne_-323-_jpg.rf.f5e692b11d3e5beb82487374420dab95.jpg, 0, 0, 0, 1, 0
pustular_acne_-86-_jpg.rf.f5e2743ebf00c043c852815a54354512.jpg, 0, 0, 0, 1, 0
blackhead_581_jpg.rf.f6159a68491117c708c5e564a7666755.jpg, 1, 0, 0, 0, 0
papular_acne_-17-_jpg.rf.f6945c15092a3e5f5de5de0740163746.jpg, 0, 0, 1, 0, 0
pustular_acne_-339-_jpg.rf.f61583c57da08bf4e764a2c8cbe379ff.jpg, 0, 0, 0, 1, 0
blackhead_546_jpg.rf.f60fa375b8ececda4f7517b69dd22c22.jpg, 1, 0, 0, 0, 0
blackhead_266_jpg.rf.f5c83ef27f2f6bf07d83e36962e2aaab.jpg, 1, 0, 0, 0, 0
papular_acne_-38-_jpg.rf.f627a9052d604b70d348619827b0e98c.jpg, 0, 0, 1, 0, 0
blackhead-27-_jpg.rf.f644eb27ad68279be346d862d5fec4e2.jpg, 1, 0, 0, 0, 0
blackhead_22_jpg.rf.f66ad71d40196c4f71c2e18e181a3642.jpg, 1, 0, 0, 0, 0
Papule16_JPG_jpg.rf.f69d7b4f44d309b57d546db409b15c60.jpg, 0, 0, 1, 0, 0
blackhead-25-_jpg.rf.f6c1c90ede9964ed619c1c7376b67a14.jpg, 1, 0, 0, 0, 0
cystic_acne_-10-_jpg.rf.f737fd86e6f78bba0edf8d16f5f13f28.jpg, 0, 1, 0, 0, 0
pustular_acne_-77-_jpg.rf.f673ee8e808e3498d34d53c435693a8c.jpg, 0, 0, 0, 1, 0
cystic_acne_-4-_jpg.rf.f73fea36100cc7a556f9769489bdd035.jpg, 0, 1, 0, 0, 0
blackhead_242_jpg.rf.f7dda933606d6ee50e98a46685ea0f42.jpg, 1, 0, 0, 0, 0
papular_acne_-90-_jpg.rf.f806d5f6174884a71aa13275e33f645d.jpg, 0, 0, 1, 0, 0
cystic_acne_-181-_jpg.rf.f776c45fd8057a227dc952e70ee200a5.jpg, 0, 1, 0, 0, 0
pustular_acne_-192-_jpg.rf.f7dc177d6193ba3d81356643f7849495.jpg, 0, 0, 0, 1, 0
white_head_-12-_jpg.rf.f7e551887fe7accfe293404d372a5680.jpg, 0, 0, 0, 0, 1
papular_acne_-17-_jpg.rf.f7a47834a2125e840162b832694965db.jpg, 0, 0, 1, 0, 0
white_head_-1-_png_jpg.rf.f790fea88f010ddab9f92d20df7de334.jpg, 0, 0, 0, 0, 1
blackhead_616_jpg.rf.f84342bc85a0b488410396dfeaa7d78a.jpg, 1, 0, 0, 0, 0
cystic_acne_-43-_jpg.rf.f7e272e9bea965e407254f5227d87582.jpg, 0, 1, 0, 0, 0
white_head_-6-_jpg.rf.f75b9c8ac97f491dcdef1d31fa8d5525.jpg, 0, 0, 0, 0, 1
cystic_acne_-175-_jpg.rf.f8640e258c599562150243fc593a5825.jpg, 0, 1, 0, 0, 0
cystic_acne_-90-_jpg.rf.f82d5500ec27e8ffd268e539e96fb0c4.jpg, 0, 1, 0, 0, 0
papular_acne_-77-_jpg.rf.f78395236eef2f59c3fb4d997bd7ea69.jpg, 0, 0, 1, 0, 0
white_head_-11-_jpg.rf.f856e1edb32a2a2bdd91e5b75ab0f32d.jpg, 0, 0, 0, 0, 1
white_head_-10-_jpg.rf.f8577df46c1189a88ff687fc8aa35581.jpg, 0, 0, 0, 0, 1
papular_acne_-98-_jpg.rf.f7785a9dc52bfb9c044eea92dc2cf6a1.jpg, 0, 0, 1, 0, 0
blackhead-78-_JPG_jpg.rf.f87380275934b986c3a54d9f215cfcd5.jpg, 1, 0, 0, 0, 0
Papule8_JPG_jpg.rf.f88ee1886c37bafe2a6eb33433868df3.jpg, 0, 0, 1, 0, 0
Papule12_JPG_jpg.rf.f81807a3ebb50237c75c28f5a150632c.jpg, 0, 0, 1, 0, 0
cystic_acne_-175-_jpg.rf.f8d5261f60f7bd96fe422de58447d962.jpg, 0, 1, 0, 0, 0
cystic_acne_-5-_jpg.rf.f89514a62cf15b327ad3f86df6f8b220.jpg, 0, 1, 0, 0, 0
