epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8006808757781982,0.962624728679657,9.999999747378752e-06,0.8674728870391846,0.894302248954773,0.670380711555481,0.8499278426170349,0.9782534837722778,0.8326627612113953,0.9243856072425842,0.7056276798248291
1,0.8263695240020752,0.9669849276542664,9.999999747378752e-06,0.8444415330886841,0.90975022315979,0.6988548636436462,0.8499278426170349,0.9789838790893555,0.8293516039848328,0.9265536665916443,0.709956705570221
2,0.8133704662322998,0.966716468334198,9.999999747378752e-06,0.8453612327575684,0.9016000032424927,0.6976168155670166,0.8427128195762634,0.9796178936958313,0.8296975493431091,0.9232209920883179,0.7113997340202332
3,0.8282265663146973,0.9706456065177917,9.999999747378752e-06,0.8211299777030945,0.9106864333152771,0.7226864695549011,0.8441558480262756,0.9803463220596313,0.8261727690696716,0.9200743436813354,0.7142857313156128
4,0.8297740817070007,0.9719457626342773,9.999999747378752e-06,0.8234798312187195,0.9105180501937866,0.7180439233779907,0.8441558480262756,0.9809231758117676,0.8213133811950684,0.9225092530250549,0.7215006947517395
5,0.8300835490226746,0.9715178608894348,9.999999747378752e-06,0.8192753195762634,0.9072612524032593,0.711544394493103,0.8455988168716431,0.9814485311508179,0.8199131488800049,0.9259259104728699,0.7215006947517395
6,0.8375115990638733,0.9738394618034363,9.999999747378752e-06,0.8080757260322571,0.9138461351394653,0.7353760600090027,0.8470418453216553,0.9826510548591614,0.8082608580589294,0.9339449405670166,0.7344877123832703
7,0.844939649105072,0.9750652313232422,9.999999747378752e-06,0.8035362362861633,0.9180967211723328,0.7285670042037964,0.8528138399124146,0.98298180103302,0.8076883554458618,0.9277978539466858,0.7417027354240417
8,0.8443206548690796,0.9748433232307434,9.999999747378752e-06,0.7999582886695862,0.9196911454200745,0.73723304271698,0.8513708710670471,0.9831658601760864,0.8083825707435608,0.9326047301292419,0.7388167381286621
9,0.8579387068748474,0.9771651029586792,9.999999747378752e-06,0.786669909954071,0.9314438700675964,0.7527081370353699,0.8513708710670471,0.9837511777877808,0.7987991571426392,0.9381818175315857,0.7445887327194214
10,0.8455586433410645,0.9768921732902527,9.999999747378752e-06,0.7927265763282776,0.9184679388999939,0.7496131062507629,0.8556998372077942,0.9837003946304321,0.7968927025794983,0.9334532618522644,0.7489177584648132
11,0.8536056876182556,0.9774168133735657,9.999999747378752e-06,0.7919675707817078,0.9230477809906006,0.7536366581916809,0.860028862953186,0.9837651252746582,0.8004853129386902,0.926916241645813,0.7503607273101807
